ID;TaskID;TaskDescription;TaskAssignDuration;TaskCostPerHour;TaskCategory;ExecutionFinishDate;ExecutionDelay (hours);ExecutionBriefDescription;FreelancerID;FreelancerName;FreelancerExpertise;FreelancerEMail;FreelancerNIF;FreelancerBanckAccout;FreelancerAddress;FreeLancerCountry
1539;1440;Mobile Application Development;62;38;Network Administration;29/04/2020;-8;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Street 92, 90, New York;Portugal
1540;1441;Mobile Application Development;45;42;Network Administration;11/03/2020;-8;Non-expert, problem unsolved;JW1;John Wayne;Junior;jw@gmail.com;213456789;LU120010001234567891;Street 92, 90, New York;Portugal
1541;1442;Mobile Application Development;97;34;Software Development;28/02/2020;5;High Quality Work;MA1;Maria Sousa;Junior;jw@gmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Luxembourg
1542;1443;Mobile Application Development;55;22;Network Administration;04/01/2020;-8;Non-expert, problem unsolved;JW1;John Wayne;Senior;jw@gmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;Portugal
1543;1444;Mobile Application Development;62;30;Network Administration;16/02/2020;8;High Quality Work;MS3;John Wayne;Senior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Boulevard Royal, 100;Luxembourg
1544;1445;Mobile Application Development;98;55;Software Development;07/02/2020;-8;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Senior;jw@gmail.com;223654587;LU120010001234567891;Boulevard Royal, 100;Luxembourg
1545;1446;Mobile Application Development;94;42;Network Administration;11/05/2020;6;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1546;1447;Mobile Application Development;68;16;Software Development;22/01/2020;7;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Junior;jw@gmail.com;223654587;US120010001234567891;Boulevard Royal, 100;Portugal
1547;1448;Mobile Application Development;31;26;Software Development;11/01/2020;-1;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Junior;jw@gmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;USA
1548;1449;Mobile Application Development;44;19;Software Development;26/04/2020;-4;High Quality Work;MA1;John Wayne;Junior;jw@gmail.com;213456789;LU120010001234567891;Street 92, 90, New York;Luxembourg
1549;1450;Mobile Application Development;38;57;Software Development;07/01/2020;0;Non-expert, problem unsolved;MS3;Maria Sousa;Junior;jw@gmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1550;1451;Mobile Application Development;100;17;Network Administration;15/05/2020;-6;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Street 92, 90, New York;USA
1551;1452;Mobile Application Development;54;35;Software Development;24/05/2020;8;High Quality Work;MS3;John Wayne;Senior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1552;1453;Mobile Application Development;82;25;Software Development;21/03/2020;9;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Junior;ms10@isep.ipp.pt;213456789;US120010001234567891;Boulevard Royal, 100;Portugal
1553;1454;Mobile Application Development;80;58;Software Development;04/03/2020;-10;High Quality Work;MA1;John Wayne;Senior;jw@gmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1554;1455;Mobile Application Development;62;13;Software Development;10/01/2020;5;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Portugal
1555;1456;Mobile Application Development;47;49;Software Development;02/04/2020;-4;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1556;1457;Mobile Application Development;56;54;Software Development;11/01/2020;-7;Non-expert, problem unsolved;MA1;John Wayne;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;Portugal
1557;1458;Mobile Application Development;42;18;Software Development;07/05/2020;-3;High Quality Work;JW1;John Wayne;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Street 92, 90, New York;Portugal
1558;1459;Mobile Application Development;83;34;Software Development;14/05/2020;0;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Junior;jw@gmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;USA
1559;1460;Mobile Application Development;44;21;Network Administration;16/04/2020;4;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Junior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Boulevard Royal, 100;Luxembourg
1560;1461;Mobile Application Development;83;19;Software Development;19/04/2020;4;Non-expert, problem unsolved;MS3;John Wayne;Senior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1561;1462;Mobile Application Development;48;21;Software Development;28/05/2020;9;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Street 92, 90, New York;Luxembourg
1562;1463;Mobile Application Development;55;50;Network Administration;26/01/2020;5;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Boulevard Royal, 100;Luxembourg
1563;1464;Mobile Application Development;61;59;Software Development;24/03/2020;1;Non-expert, problem unsolved;MS3;Maria Sousa;Senior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Boulevard Royal, 100;USA
1564;1465;Mobile Application Development;84;15;Network Administration;27/03/2020;-2;Non-expert, problem unsolved;MA1;John Wayne;Senior;ms10@isep.ipp.pt;223654587;LU120010001234567891;Street 92, 90, New York;Luxembourg
1565;1466;Mobile Application Development;64;38;Software Development;22/02/2020;-10;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Street 92, 90, New York;USA
1566;1467;Mobile Application Development;91;32;Software Development;06/05/2020;-5;Non-expert, problem unsolved;MS3;John Wayne;Senior;jw@gmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;Portugal
1567;1468;Mobile Application Development;24;19;Software Development;02/02/2020;-6;High Quality Work;JW1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Street 92, 90, New York;USA
1568;1469;Mobile Application Development;31;38;Software Development;17/03/2020;-3;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;jw@gmail.com;921654987;US120010001234567891;Boulevard Royal, 100;Portugal
1569;1470;Mobile Application Development;37;54;Network Administration;15/02/2020;6;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Junior;jw@gmail.com;223654587;PT120010001234567891;Street 92, 90, New York;USA
1570;1471;Mobile Application Development;96;13;Software Development;30/04/2020;6;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1571;1472;Mobile Application Development;31;47;Software Development;26/05/2020;-5;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1572;1473;Mobile Application Development;60;24;Software Development;28/01/2020;7;High Quality Work;JW1;Marion Antoine;Junior;Marion190@hotmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;Luxembourg
1573;1474;Mobile Application Development;36;12;Software Development;28/05/2020;5;High Quality Work;JW1;Maria Sousa;Junior;Marion190@hotmail.com;213456789;LU120010001234567891;Street 92, 90, New York;Luxembourg
1574;1475;Mobile Application Development;50;56;Network Administration;24/02/2020;-3;High Quality Work;MA1;John Wayne;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Street 92, 90, New York;USA
1575;1476;Mobile Application Development;76;40;Software Development;18/05/2020;-5;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Junior;Marion190@hotmail.com;223654587;US120010001234567891;Boulevard Royal, 100;USA
1576;1477;Mobile Application Development;34;45;Software Development;27/02/2020;10;Non-expert, problem unsolved;JW1;John Wayne;Senior;jw@gmail.com;213456789;US120010001234567891;Street 92, 90, New York;Luxembourg
1577;1478;Mobile Application Development;28;53;Software Development;02/02/2020;7;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Junior;Marion190@hotmail.com;213456789;US120010001234567891;Boulevard Royal, 100;Luxembourg
1578;1479;Mobile Application Development;60;15;Network Administration;23/05/2020;0;Non-expert, problem unsolved;JW1;John Wayne;Junior;Marion190@hotmail.com;223654587;PT120010001234567891;Street 92, 90, New York;Luxembourg
1579;1480;Mobile Application Development;98;49;Software Development;02/02/2020;-4;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;Luxembourg
1580;1481;Mobile Application Development;30;12;Software Development;18/03/2020;8;Non-expert, problem unsolved;MS3;Maria Sousa;Junior;Marion190@hotmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;Luxembourg
1581;1482;Mobile Application Development;34;34;Software Development;12/02/2020;-8;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Senior;jw@gmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;Luxembourg
1582;1483;Mobile Application Development;24;47;Software Development;03/01/2020;8;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Boulevard Royal, 100;USA
1583;1484;Mobile Application Development;98;21;Software Development;16/04/2020;-5;High Quality Work;MS3;Marion Antoine;Senior;ms10@isep.ipp.pt;223654587;US120010001234567891;Boulevard Royal, 100;Luxembourg
1584;1485;Mobile Application Development;44;22;Network Administration;19/01/2020;-1;High Quality Work;JW1;Marion Antoine;Senior;jw@gmail.com;223654587;PT120010001234567891;Boulevard Royal, 100;USA
1585;1486;Mobile Application Development;65;35;Software Development;04/02/2020;10;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;jw@gmail.com;921654987;US120010001234567891;Street 92, 90, New York;USA
1586;1487;Mobile Application Development;72;45;Network Administration;17/05/2020;-8;Non-expert, problem unsolved;JW1;John Wayne;Senior;jw@gmail.com;213456789;US120010001234567891;Boulevard Royal, 100;Portugal
1587;1488;Mobile Application Development;54;49;Software Development;17/04/2020;3;High Quality Work;JW1;John Wayne;Junior;ms10@isep.ipp.pt;921654987;US120010001234567891;Street 92, 90, New York;USA
1588;1489;Mobile Application Development;24;36;Network Administration;26/05/2020;-9;High Quality Work;MS3;Marion Antoine;Junior;jw@gmail.com;213456789;US120010001234567891;Boulevard Royal, 100;USA
1589;1490;Mobile Application Development;24;55;Network Administration;06/05/2020;6;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Senior;jw@gmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1590;1491;Mobile Application Development;32;26;Software Development;03/01/2020;2;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Junior;Marion190@hotmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1591;1492;Mobile Application Development;54;30;Software Development;07/03/2020;6;High Quality Work;MS3;Marion Antoine;Junior;Marion190@hotmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1592;1493;Mobile Application Development;100;33;Software Development;11/01/2020;-9;Non-expert, problem unsolved;MS3;John Wayne;Senior;ms10@isep.ipp.pt;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1593;1494;Mobile Application Development;93;23;Software Development;07/01/2020;3;High Quality Work;MS3;Marion Antoine;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1594;1495;Mobile Application Development;37;14;Software Development;19/01/2020;8;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Junior;jw@gmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1595;1496;Mobile Application Development;90;29;Network Administration;03/02/2020;4;High Quality Work;MA1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1596;1497;Mobile Application Development;27;20;Software Development;23/01/2020;-3;Non-expert, problem unsolved;MA1;Marion Antoine;Junior;jw@gmail.com;921654987;PT120010001234567891;Street 92, 90, New York;Portugal
1597;1498;Mobile Application Development;74;53;Software Development;24/03/2020;-1;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Street 92, 90, New York;Luxembourg
1598;1499;Mobile Application Development;34;16;Software Development;09/01/2020;3;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Junior;ms10@isep.ipp.pt;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1599;1500;Mobile Application Development;90;44;Software Development;07/05/2020;1;High Quality Work;MS3;John Wayne;Junior;jw@gmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;USA
1600;1501;Mobile Application Development;45;46;Software Development;27/04/2020;-3;High Quality Work;MS3;Maria Sousa;Senior;ms10@isep.ipp.pt;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1601;1502;Mobile Application Development;21;15;Network Administration;12/04/2020;-1;High Quality Work;MA1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1602;1503;Mobile Application Development;74;20;Network Administration;04/04/2020;4;Non-expert, problem unsolved;JW1;John Wayne;Senior;jw@gmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1603;1504;Mobile Application Development;100;25;Network Administration;19/04/2020;-5;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;jw@gmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1604;1505;Mobile Application Development;26;55;Network Administration;28/04/2020;-6;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Junior;ms10@isep.ipp.pt;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1605;1506;Mobile Application Development;68;31;Network Administration;16/03/2020;8;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Boulevard Royal, 100;Luxembourg
1606;1507;Mobile Application Development;73;54;Network Administration;14/01/2020;3;High Quality Work;MS3;Marion Antoine;Senior;jw@gmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;Luxembourg
1607;1508;Mobile Application Development;39;27;Software Development;26/03/2020;-5;High Quality Work;MA1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Portugal
1608;1509;Mobile Application Development;84;32;Software Development;29/04/2020;10;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Boulevard Royal, 100;Luxembourg
1609;1510;Mobile Application Development;30;18;Software Development;04/02/2020;7;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;Marion190@hotmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1610;1511;Mobile Application Development;67;49;Network Administration;03/04/2020;-2;High Quality Work;MA1;Maria Sousa;Senior;jw@gmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1611;1512;Mobile Application Development;80;53;Software Development;12/03/2020;2;High Quality Work;MS3;John Wayne;Junior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1612;1513;Mobile Application Development;51;54;Network Administration;15/03/2020;8;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Junior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Street 92, 90, New York;Luxembourg
1613;1514;Mobile Application Development;45;59;Software Development;03/04/2020;-1;High Quality Work;JW1;Marion Antoine;Junior;jw@gmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1614;1515;Mobile Application Development;95;22;Software Development;19/03/2020;-1;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Junior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Boulevard Royal, 100;Portugal
1615;1516;Mobile Application Development;53;59;Network Administration;24/02/2020;-5;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Junior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Street 92, 90, New York;Luxembourg
1616;1517;Mobile Application Development;20;28;Software Development;21/05/2020;1;Non-expert, problem unsolved;MS3;John Wayne;Junior;jw@gmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1617;1518;Mobile Application Development;32;10;Software Development;30/04/2020;-5;Medium Quality Work, not an expert in Web development;MA1;Maria Sousa;Senior;jw@gmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Portugal
1618;1519;Mobile Application Development;80;22;Software Development;19/05/2020;10;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Senior;jw@gmail.com;921654987;PT120010001234567891;Street 92, 90, New York;Portugal
1619;1520;Mobile Application Development;77;57;Software Development;01/05/2020;-1;High Quality Work;JW1;John Wayne;Junior;Marion190@hotmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1620;1521;Mobile Application Development;30;16;Software Development;01/04/2020;8;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;jw@gmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Portugal
1621;1522;Mobile Application Development;27;23;Software Development;10/01/2020;6;Medium Quality Work, not an expert in Web development;MA1;Maria Sousa;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Boulevard Royal, 100;Luxembourg
1622;1523;Mobile Application Development;21;28;Software Development;03/03/2020;5;High Quality Work;JW1;Maria Sousa;Junior;jw@gmail.com;921654987;LU120010001234567891;Street 92, 90, New York;Portugal
1623;1524;Mobile Application Development;39;23;Software Development;09/04/2020;1;Non-expert, problem unsolved;JW1;Maria Sousa;Junior;Marion190@hotmail.com;921654987;US120010001234567891;Boulevard Royal, 100;USA
1624;1525;Mobile Application Development;32;49;Software Development;14/03/2020;0;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Junior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Boulevard Royal, 100;Luxembourg
1625;1526;Mobile Application Development;79;34;Software Development;15/03/2020;8;High Quality Work;MS3;Marion Antoine;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Street 92, 90, New York;USA
1626;1527;Mobile Application Development;37;56;Software Development;11/02/2020;-7;Non-expert, problem unsolved;MA1;Marion Antoine;Junior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Street 92, 90, New York;Portugal
1627;1528;Mobile Application Development;58;37;Software Development;25/04/2020;1;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Junior;Marion190@hotmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;Portugal
1628;1529;Mobile Application Development;89;43;Software Development;07/04/2020;3;High Quality Work;MA1;Maria Sousa;Junior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1629;1530;Mobile Application Development;84;25;Software Development;04/05/2020;3;High Quality Work;JW1;Maria Sousa;Senior;jw@gmail.com;223654587;PT120010001234567891;Street 92, 90, New York;Portugal
1630;1531;Mobile Application Development;50;25;Software Development;05/05/2020;-6;High Quality Work;MS3;Marion Antoine;Senior;jw@gmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1631;1532;Mobile Application Development;90;26;Software Development;21/01/2020;-5;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1632;1533;Mobile Application Development;98;39;Software Development;19/02/2020;1;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;jw@gmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1633;1534;Mobile Application Development;23;54;Software Development;22/05/2020;-6;High Quality Work;MA1;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Street 92, 90, New York;USA
1634;1535;Mobile Application Development;57;19;Software Development;07/02/2020;6;High Quality Work;JW1;Marion Antoine;Junior;Marion190@hotmail.com;213456789;PT120010001234567891;Street 92, 90, New York;Luxembourg
1635;1536;Mobile Application Development;24;44;Software Development;27/01/2020;7;High Quality Work;MS3;Marion Antoine;Junior;Marion190@hotmail.com;213456789;US120010001234567891;Boulevard Royal, 100;Portugal
1636;1537;Mobile Application Development;99;59;Software Development;10/02/2020;-7;Non-expert, problem unsolved;MS3;Maria Sousa;Junior;Marion190@hotmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1637;1538;Mobile Application Development;96;24;Software Development;04/02/2020;3;High Quality Work;JW1;Marion Antoine;Senior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1638;1539;Mobile Application Development;76;45;Network Administration;07/03/2020;3;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1639;1540;Mobile Application Development;26;25;Software Development;10/03/2020;5;High Quality Work;MA1;Maria Sousa;Senior;jw@gmail.com;921654987;US120010001234567891;Boulevard Royal, 100;Luxembourg
1640;1541;Mobile Application Development;24;51;Software Development;25/05/2020;0;High Quality Work;MA1;Marion Antoine;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1641;1542;Mobile Application Development;79;20;Software Development;19/02/2020;8;High Quality Work;MA1;Maria Sousa;Junior;jw@gmail.com;223654587;US120010001234567891;Boulevard Royal, 100;Portugal
1642;1543;Mobile Application Development;34;10;Network Administration;17/04/2020;-3;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Junior;jw@gmail.com;223654587;PT120010001234567891;Boulevard Royal, 100;USA
1643;1544;Mobile Application Development;90;21;Software Development;26/05/2020;2;High Quality Work;JW1;John Wayne;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1644;1545;Mobile Application Development;76;28;Software Development;23/01/2020;-2;Non-expert, problem unsolved;MA1;Marion Antoine;Junior;Marion190@hotmail.com;223654587;LU120010001234567891;Street 92, 90, New York;USA
1645;1546;Mobile Application Development;92;45;Software Development;23/01/2020;-5;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Senior;jw@gmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1646;1547;Mobile Application Development;84;31;Software Development;01/02/2020;3;Medium Quality Work, not an expert in Web development;MA1;Maria Sousa;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1647;1548;Mobile Application Development;99;32;Network Administration;16/05/2020;-5;High Quality Work;MA1;Maria Sousa;Junior;ms10@isep.ipp.pt;921654987;US120010001234567891;Boulevard Royal, 100;Portugal
1648;1549;Mobile Application Development;93;36;Network Administration;22/05/2020;9;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Street 92, 90, New York;Luxembourg
1649;1550;Mobile Application Development;54;46;Software Development;31/01/2020;-2;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Street 92, 90, New York;Portugal
1650;1551;Mobile Application Development;26;18;Software Development;02/02/2020;1;High Quality Work;JW1;Marion Antoine;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Street 92, 90, New York;USA
1651;1552;Mobile Application Development;24;24;Software Development;10/02/2020;9;Non-expert, problem unsolved;MA1;John Wayne;Junior;ms10@isep.ipp.pt;921654987;US120010001234567891;Street 92, 90, New York;Luxembourg
1652;1553;Mobile Application Development;21;47;Software Development;01/05/2020;9;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
1653;1554;Mobile Application Development;26;13;Software Development;21/01/2020;-10;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Street 92, 90, New York;Luxembourg
1654;1555;Mobile Application Development;81;54;Software Development;26/05/2020;-3;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Senior;jw@gmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;Portugal
1655;1556;Mobile Application Development;50;30;Network Administration;24/03/2020;10;High Quality Work;MS3;Marion Antoine;Junior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Street 92, 90, New York;Luxembourg
1656;1557;Mobile Application Development;28;14;Software Development;10/01/2020;-6;High Quality Work;JW1;Maria Sousa;Junior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
1657;1558;Mobile Application Development;86;11;Software Development;02/03/2020;7;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Street 92, 90, New York;USA
1658;1559;Mobile Application Development;38;17;Network Administration;09/04/2020;9;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;ms10@isep.ipp.pt;223654587;LU120010001234567891;Boulevard Royal, 100;USA
1659;1560;Mobile Application Development;20;33;Software Development;15/02/2020;7;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;jw@gmail.com;213456789;US120010001234567891;Boulevard Royal, 100;Luxembourg
1660;1561;Mobile Application Development;89;28;Network Administration;24/05/2020;8;Non-expert, problem unsolved;MS3;John Wayne;Senior;jw@gmail.com;223654587;PT120010001234567891;Street 92, 90, New York;Luxembourg
1661;1562;Mobile Application Development;73;36;Software Development;28/04/2020;-3;High Quality Work;MA1;Maria Sousa;Junior;jw@gmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
1662;1563;Mobile Application Development;61;38;Software Development;20/03/2020;8;High Quality Work;MS3;Marion Antoine;Senior;jw@gmail.com;223654587;US120010001234567891;Street 92, 90, New York;Luxembourg
1663;1564;Mobile Application Development;92;57;Software Development;12/03/2020;-7;High Quality Work;MA1;Marion Antoine;Junior;jw@gmail.com;213456789;PT120010001234567891;Street 92, 90, New York;USA
1664;1565;Mobile Application Development;34;54;Software Development;01/01/2020;5;High Quality Work;MS3;John Wayne;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Street 92, 90, New York;Luxembourg
1665;1566;Mobile Application Development;91;46;Software Development;15/05/2020;4;High Quality Work;MS3;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
